d/f,shape,aspect ratio,age,w/b,Dmax,ratio of aggregate to binder,CA/FA,Cement strength grade,fly ash,Silicon,BFS,fc
100,1,1,56,0.21,25,2.83,1.83,5,20,10,0,109.255
150,1,1,7,0.3,16,4.13,1.44,3,0,0,20,72.1
150,2,0.67,28,0.18,16,3.71,1.22,1,0,9,0,72.80468066
100,1,1,56,0.4,20,4.48,1.82,1,45,0,0,54.1
100,3,2,356,0.35,19,3.47,0.18,4,20,0,0,75.3
100,1,1,3,0.3,20,3.6,1.94,3,0,30,0,60.99
100,1,1,1,0.77,20,10.47,1.73,6,0,0,0,10
150,1,1,28,0.57,19,3.87,1.52,3,0,0,50,34.9
100,1,1,56,0.36,12.5,3.75,1.35,5,0,0,50,65.23
100,1,1,56,0.27,25,2.83,1.83,5,30,10,0,102.383
150,3,2,115,0.45,20,4.05,1.35,3,16,0,0,39.52
150,1,1,7,0.28,20,2.86,1.63,3,20,0,0,60.4
100,3,2,28,0.55,19,4.13,0.85,1,75,0,0,6
150,1,1,63,0.76,19,5.99,1.52,3,0,0,18,30.3
100,2,4,90,0.32,25,3.15,1.46,3,0,0,0,70.6
100,1,1,28,0.5,20,3.36,1.92,1,15,0,0,48.9
50,2,2,28,0.28,13,2.77,1.36,3,0,11,0,84.73
150,1,1,28,0.41,20,4.15,1.5,3,13,0,0,53.1838
100,1,1,90,0.4,20,4.48,1.82,1,40,5,0,59.1
100,1,1,3,0.19,10,2.79,1.48,1,0,0,0,78
100,3,2,7,0.6,19,5.31,0.28,4,0,0,0,23.6
100,3,2,180,0.27,19,2.67,0.14,4,10,0,0,85.2
250,2,2,90,0.45,20,4.05,1.35,3,16,0,0,42.35
50,1,1,28,0.67,13,6.75,1.07,3,0,0,0,36.2
150,1,1,7,0.5,20,4.57,1.5,3,0,0,40,21.0526
200,1,1,28,0.51,40,10,3,3,0,0,50,28.88
100,2,4,180,0.37,25,3.74,1.35,3,0,0,50,61.9
200,2,2,28,0.67,13,6.75,1.07,3,0,0,0,25.65
100,2,2,7,0.4,20,4.73,1.34,4,0,0,0,47.3
100,3,2,7,0.32,19,3.23,0.17,4,0,0,0,52.2
100,1,1,7,0.44,31.5,3.83,2.11,1,0,0,0,35.973
100,1,1,3,0.5,12.5,5.47,1.18,5,0,0,0,22.26
250,1,1,28,0.67,80,13,3,3,0,0,60,15.57
100,1,1,56,0.3,20,3.6,1.94,3,0,30,0,82.43
150,1,1,28,0.71,40,14,3,3,0,0,0,18.85
100,3,2,28,0.6,19,5.26,0.28,4,10,0,0,33.8
150,1,1,90,0.3,16,4.13,1.44,3,0,0,20,90.1
100,3,2,90,0.27,19,2.71,0.14,4,0,0,0,73.8
100,3,2,7,0.55,19,4.13,0.85,1,45,0,0,12.9
100,1,1,90,0.19,10,2.74,1.5,1,25,0,0,123.6
150,1,1,365,0.87,19,7.36,1.52,3,0,0,30,30.5
100,1,1,91,0.29,20,4.62,4.3,6,0,0,0,83.2178
150,1,1,63,0.47,19,2.56,1.52,3,0,0,56,48.1
150,1,1,28,0.59,40,12,3,3,0,0,60,24.18
100,1,1,28,0.21,25,2.83,1.83,5,40,10,0,97.5281
150,1,1,28,0.58,20,7.15,1.5,3,0,0,0,22.38
150,1,1,28,0.17,20,3.17,1.5,3,0,15,0,65.18
100,2,2,28,0.77,25,8.46,1.27,3,0,0,0,14.27
100,1,1,7,0.3,10,5.95,1.55,1,15,0,0,66.4
50,2,2,28,0.5,13,5.02,1.16,3,0,0,0,49.47
100,1,1,3,0.21,25,2.83,1.83,5,0,10,40,76.6292
100,1,1,28,0.24,10,2.05,1.36,1,25,0,0,105.9
200,1,1,28,0.51,40,10,3,3,0,0,30,29.25
100,2,4,3,0.27,25,2.5,1.59,3,0,0,50,46.2
100,1,1,56,0.21,25,2.83,1.83,5,0,10,20,111.809
150,1,1,7,0.4,16,5.51,1.44,3,0,0,20,50.9
200,1,1,28,0.75,20,7.66,1.78,3,0,0,0,12.69
150,1,1,3,0.3,16,4.88,1.44,3,0,0,0,62.5
100,3,2,7,0.6,19,5.26,0.28,4,10,0,0,21.8
150,1,1,360,0.4,16,5.54,1.44,3,0,0,0,72.8
100,1,1,3,0.3,10,3.54,1.58,1,20,5,0,46.3
100,1,1,7,0.51,20,3.28,1,6,0,0,0,54.5509
100,1,1,1,0.28,20,1.93,1.22,6,0,0,0,49.9505
100,1,1,3,0.4,12.5,4.12,1.35,5,25,0,0,30.92
150,1,1,3,0.4,16,3.82,1.44,3,0,0,60,26.9
150,1,1,90,0.3,16,4.79,1.44,3,0,0,80,76.2
100,2,2,56,0.4,20,4.45,1.86,1,55,0,0,37.7
200,1,1,28,0.35,13,3.41,1.26,3,0,0,0,65.8
100,1,1,1,0.28,20,3.31,2.69,6,0,0,0,42.9703
100,2,2,28,0.6,20,5.41,1.77,3,0,0,0,23.8
100,1,1,28,0.26,31.5,3.49,1.63,3,35,0,0,52.46
100,1,1,56,0.5,20,4.07,2.11,1,55,0,0,33.7
100,2,2,56,0.5,20,4.07,2.11,1,55,0,0,30.4
250,1,1,28,0.51,80,10,3,3,0,0,30,25.81
150,1,1,28,0.48,19,2.69,1.52,3,0,0,61,31.8
100,2,2,28,0.42,25,3.72,1.26,3,0,0,0,43.2
100,1,1,180,0.5,20,4.24,1.87,1,0,5,0,66.3
100,1,1,91,0.39,20,4.73,1.12,6,0,0,0,62.678
100,2,2,28,0.5,20,3.4,1.86,1,0,0,0,42.6
150,1,1,90,0.3,16,4.14,1.44,3,0,0,0,85.7
100,1,1,180,0.5,20,3.4,1.86,1,0,0,0,60.6
150,1,1,28,0.5,16,4.3,1.44,3,0,0,40,51.6
100,1,1,90,0.19,10,2.27,1.52,1,45,0,0,109.2
100,1,1,28,0.23,16,3.17,1.25,1,0,0,0,61.695
100,1,1,28,0.35,13,3.41,1.26,3,0,0,0,73.13
100,2,4,90,0.37,25,3.75,1.35,3,0,0,30,57.8
100,2,4,3,0.42,25,4.37,1.24,3,0,0,30,19.5
100,2,2,7,0.39,19,5.16,1.5,1,55,0,0,21.2
100,1,1,7,0.77,20,10.47,1.34,6,0,0,0,15.7329
100,2,2,3,0.5,14,4.09,0.9,3,0,0,0,24.5
100,3,2,7,0.27,19,2.58,0.14,4,30,0,0,40
150,1,1,360,0.4,16,5.46,1.44,3,0,0,80,62.6
300,1,1,28,0.67,40,13,3,3,0,0,30,16.52
100,1,1,28,0.3,20,3.6,1.94,3,0,30,0,72.51
100,1,1,28,0.21,25,2.83,1.83,5,0,10,40,96.8539
200,1,1,28,0.37,20,4.23,1.53,3,0,0,0,41.23
200,1,1,28,0.51,80,10,3,3,0,0,40,27.77
100,1,1,360,0.46,25,4.74,1.43,3,29,0,0,51
100,3,2,7,0.55,19,4.08,0.87,1,60,0,0,7.8
100,1,1,28,0.3,10,3.47,1.67,1,45,0,0,71.8
150,1,1,360,0.3,16,4.14,1.44,3,0,0,0,92.8
100,1,1,56,0.24,25,2.83,1.83,5,20,10,0,107.66
100,1,1,180,0.46,25,4.74,1.43,3,29,0,0,46
150,1,1,28,0.41,20,4.15,1.5,3,13,0,4,54.5459
100,2,2,28,0.3,10,3.44,1.71,1,55,0,0,57.1
100,1,1,3,0.21,25,2.83,1.83,5,30,10,0,72.8713
150,2,1.33,28,0.38,16,3.17,1.25,1,0,0,0,38.31595662
150,1,1,3,0.59,20,5.9,1.5,3,0,0,0,27
150,1,1,119,0.87,19,7.36,1.52,3,0,0,30,28.1
150,1,1,360,0.4,16,4.59,1.44,3,0,0,20,76.4
150,1,1,3,0.3,16,4.85,1.44,3,0,0,20,51.4
100,1,1,28,0.59,40,12,3,3,0,0,30,26.24
100,1,1,7,0.28,20,3.18,3.14,6,0,0,0,69.7
100,3,2,3,0.27,19,2.62,0.14,4,20,0,0,44
100,3,2,180,0.55,19,4.95,0.26,4,10,0,0,49.6
100,1,1,28,0.24,25,2.83,1.83,5,0,10,40,90.7865
100,3,2,356,0.32,19,3.14,0.17,4,20,0,0,78.9
100,1,1,28,0.3,10,5.95,1.55,1,15,0,0,86
100,2,2,56,0.3,10,3.44,1.71,1,55,0,0,66.9
100,1,1,90,0.5,20,4.1,2.06,1,45,0,0,54.1
100,1,1,56,0.24,25,2.83,1.83,5,0,10,20,106.596
150,1,1,3,0.3,16,4.14,1.44,3,0,0,0,63.8
150,1,1,14,0.5,20,4.57,1.5,3,0,0,70,29.8684
100,1,1,28,0.4,20,4.48,1.82,1,40,5,0,44.6
100,3,2,28,0.47,25,4.27,1.27,4,0,0,0,38.14
150,1,1,7,0.4,16,4.56,1.44,3,0,0,40,50.6
100,1,1,3,0.19,10,2.74,1.5,1,25,0,0,66.8
100,3,2,356,0.6,19,5.31,0.28,4,0,0,0,42.5
100,2,4,90,0.27,25,2.5,1.59,3,0,0,50,86.2
250,1,1,28,0.59,40,12,3,3,0,0,40,22.81
100,2,2,3,0.7,14,7.58,1.05,3,0,0,0,8.51
100,1,1,3,0.4,20,3.5,1.63,1,0,0,0,35
150,1,1,7,0.3,16,4.85,1.44,3,0,0,20,69
100,1,1,90,0.3,10,3.44,1.71,1,55,0,0,72.8
100,1,1,28,0.51,40,10,3,3,0,0,60,31.67
100,2,2,56,0.39,19,5.16,1.5,1,55,0,0,40.2
150,1,1,3,0.5,16,5.19,1.44,3,0,0,80,12.1
150,1,1,3,0.4,16,4.61,1.44,3,0,0,0,49.2
100,1,1,28,0.32,25,2.91,1.86,3,30,0,0,39.6
150,1,1,119,0.76,19,5.99,1.52,3,0,0,18,33
150,1,1,28,0.58,20,7.15,1.5,3,0,0,0,24.14
150,1,1,7,0.8,19,6.44,1.52,3,0,0,0,19.6
100,1,1,7,0.23,10,2.48,1.44,1,45,0,0,56.3
100,1,1,28,0.44,25,4.47,1.86,3,0,0,0,27.2
100,1,1,28,0.45,31.5,4.26,1.44,3,24,0,0,37.87
250,1,1,28,0.52,40,10,3,3,0,0,0,27.14
100,1,1,28,0.39,20,4.73,2.85,6,0,0,0,61.9174
150,1,1,28,0.62,40,12,3,3,0,0,0,25.25
150,1,1,7,0.47,20,4.52,1.63,3,0,0,0,45.1
100,1,1,56,0.3,20,3.6,1.94,3,0,40,0,81.09
100,1,1,28,0.32,25,3.77,1.86,3,30,0,0,38.45
100,3,2,3,0.27,19,2.58,0.14,4,30,0,0,34.5
100,2,2,28,0.3,10,3.54,1.59,1,25,0,0,79.1
150,1,1,365,0.55,19,3.49,1.52,3,0,0,61,38.7
100,1,1,7,0.39,20,4.73,2.85,6,0,0,0,59.3601
150,1,1,365,1.02,19,9,1.52,3,0,0,0,19.8
150,1,1,365,0.76,19,5.99,1.52,3,0,0,18,36.2
100,3,2,7,0.5,19,3.97,0.81,1,45,0,0,18.6
150,1,1,28,0.18,20,3.14,1.5,3,0,16,0,65.91
50,1,1,28,0.5,13,5.02,1.16,3,0,0,0,61.92
150,1,1,28,0.59,40,12,3,3,0,0,50,24.71
100,2,2,28,0.6,14,4.49,0.87,3,0,0,0,29.7
150,1,1,7,0.47,20,4.52,1.63,3,0,10,0,45.8
100,2,2,28,0.38,19,4.16,1.5,1,55,0,0,31.8
150,1,1,119,0.75,19,5.94,1.52,3,0,0,0,30.4
100,3,2,28,0.6,19,4.61,0.86,1,45,0,0,13.4
150,1,1,180,1.01,19,8.86,1.52,3,0,0,18,21.4
150,1,1,90,0.3,16,4.85,1.44,3,0,0,20,90.1
150,1,1,119,0.6,19,4.11,1.52,3,0,0,56,36.1
100,1,1,56,0.36,12.5,3.75,1.35,5,0,0,0,71.27
100,1,1,28,0.4,20,3.5,1.63,1,0,0,0,60.7
100,2,2,3,0.5,14,4.48,0.85,3,0,0,0,23.3
100,3,2,1,0.55,19,4.23,0.82,1,15,0,0,12.5
150,1,1,28,0.39,20,4.24,1.57,3,7,0,0,60.4
150,1,1,90,0.3,16,4.84,1.44,3,0,0,40,88.3
100,3,2,7,0.55,19,4.95,0.26,4,10,0,0,25.4
100,2,4,3,0.42,25,4.39,1.24,3,0,0,0,29.8
200,1,1,28,0.67,13,6.75,1.07,3,0,0,0,30.75
100,3,2,7,0.6,19,4.53,0.9,1,75,0,0,2.6
150,1,1,14,1.01,19,8.86,1.52,3,0,0,18,13.4
100,1,1,3,0.5,12.5,4.53,1.05,5,0,0,0,25.16
100,1,1,28,0.24,25,2.83,1.83,5,40,10,0,96.0674
100,1,1,28,0.24,25,2.83,1.83,5,10,10,0,95.721
150,2,2,28,0.37,25,3.18,1.27,3,0,0,0,45.73
100,1,1,90,0.45,31.5,4.26,1.44,3,24,0,0,50.1
150,1,1,28,0.67,40,13,3,3,0,0,60,18.46
100,2,2,28,0.35,19,5.03,1.5,1,55,0,0,42.9
150,1,1,28,0.4,16,4.53,1.44,3,0,0,80,53.1
150,1,1,28,0.51,40,10,3,3,0,0,40,30.52
100,1,1,3,0.36,12.5,3.66,1.43,5,25,0,0,32.96
100,2,2,28,0.4,14,3.41,0.93,3,0,0,0,37.8
150,1,1,7,0.5,16,3.6,1.44,3,0,0,20,33.2
100,1,1,3,0.24,25,2.83,1.83,5,0,10,30,75.411
100,3,2,90,0.4,19,4.18,0.22,4,0,0,0,56.3
75,2,2,28,0.18,16,2.92,1.22,1,0,9,0,72.3077
100,1,1,28,0.4,12.5,4.12,1.35,5,25,0,0,54.73
100,2,4,180,0.42,25,4.39,1.24,3,0,0,0,55.3
150,1,1,63,0.64,19,4.73,1.52,3,0,0,42,40
100,1,1,3,0.3,10,2.29,1.55,1,15,0,0,52.1
100,1,1,1,0.29,20,4.62,4.3,6,0,0,0,52.9208
100,1,1,28,0.39,20,4.73,1.73,6,0,0,0,59.6141
150,1,1,28,0.18,16,3.71,1.22,1,0,9,0,72.37483646
100,1,1,14,0.5,31.5,3.83,2.11,1,70,0,0,8.357
100,1,1,3,0.53,20,7.45,3.54,6,0,0,0,24.8503
150,1,1,360,0.4,16,3.87,1.44,3,0,0,20,86.6
100,2,6,7,0.6,20,3.89,1.14,4,0,0,0,31.2
100,1,1,28,0.55,20,6.26,1.7,2,0,0,0,26.06
150,1,1,360,0.5,16,4.33,1.44,3,0,0,20,65.8
100,1,1,270,0.46,25,4.74,1.43,5,29,0,0,55
50,2,2,28,0.67,13,6.75,1.07,3,0,0,0,32.48
150,2,2,28,0.67,13,6.75,1.07,3,0,0,0,26.8
100,1,1,180,0.3,10,3.47,1.67,1,45,0,0,97.7
100,2,8,7,0.6,20,3.89,1.14,4,0,0,0,31.2
100,2,2,3,0.4,14,2.71,1.69,3,0,0,0,31
100,3,2,56,0.6,19,4.51,0.89,1,60,0,0,12.6
100,2,2,3,0.43,19,4.16,1.5,1,0,0,0,34
150,1,1,28,0.3,16,4.84,1.44,3,0,0,40,82
100,2,4,1,0.32,25,3.13,1.46,3,0,0,30,11.8
100,3,2,56,0.6,19,4.53,0.9,1,75,0,0,6.7
100,2,2,7,0.35,19,5.03,1.5,1,55,0,0,26.9
100,1,1,7,0.19,10,2.79,1.48,1,0,0,0,83.5
100,1,1,1,0.39,20,4.73,2.85,6,0,0,0,30.6567
150,1,1,180,0.47,19,2.56,1.52,3,0,0,50,66.7
100,1,1,91,0.51,20,3.28,1,6,0,0,0,72.7545
150,2,2,28,0.62,25,6.51,1.27,3,0,0,0,23.73
100,2,2,28,0.5,20,3.36,1.92,1,15,0,0,38.1
100,2,2,56,0.3,10,3.48,1.66,1,40,5,0,76.1
100,3,2,28,0.4,25,4.1,1.93,1,0,0,0,39.2
100,1,1,3,0.36,12.5,3.75,1.35,5,0,0,50,23.3
150,1,1,3,0.28,20,2.86,1.63,3,20,0,0,48.4
100,1,1,90,0.42,25,5.3,1.33,3,0,0,0,57.1
150,1,1,63,0.6,19,4.15,1.52,3,0,0,0,41.5
150,1,1,3,0.3,16,5.79,1.44,3,0,0,20,49.1
100,2,2,28,0.4,20,3.31,1.32,3,0,0,0,38.4
450,3,2,90,0.45,20,4.05,1.35,3,16,0,0,29.97
100,1,1,7,0.21,25,2.83,1.83,5,40,10,0,76.5169
150,1,1,7,0.5,16,5.27,1.44,3,0,0,0,44.5
100,1,1,180,0.4,20,4.45,1.86,1,55,0,0,63.2
100,3,2,21,0.5,19,4,0.77,1,30,0,0,30
100,1,1,14,0.3,20,3.6,1.94,3,0,30,0,71.21
100,1,1,120,0.46,25,4.74,1.43,5,21,0,8,52.2
100,2,2,28,0.4,20,4.48,1.82,1,45,0,0,32.7
100,1,1,91,0.77,20,10.47,1.73,6,0,0,0,22.2
150,1,1,14,0.51,19,3.24,1.52,3,0,0,42,37.5
150,1,1,28,0.27,20,3.69,1.91,3,6,7,19,86.8
100,2,2,7,0.38,19,4.16,1.5,1,55,0,0,20.8
100,1,1,90,0.5,20,4.17,1.96,1,20,5,0,63.7
200,1,1,28,0.18,20,3.14,1.5,3,0,16,0,62.29
100,1,1,3,0.77,20,10.47,2.02,6,0,0,0,13.1633
150,2,2,28,0.5,20,4.82,1.5,3,0,0,0,22.8
200,2,2,28,0.37,30,4.19,1.5,3,0,0,0,32.73
50,2,2,28,0.35,13,3.41,1.26,3,0,0,0,67.48
100,3,2,21,0.55,19,4.21,0.82,1,30,0,0,24
150,1,1,7,0.59,20,5.9,1.5,3,0,0,0,32.2
200,2,2,28,0.54,20,4.24,1.5,3,0,0,0,22.49
350,1,1,90,0.45,20,4.05,1.35,3,16,0,0,44.18
100,2,2,28,0.3,10,6.03,1.5,1,0,0,0,82.5
150,1,1,28,0.3,16,4.09,1.44,3,0,0,60,80.6
150,1,1,28,0.51,40,10,3,3,0,0,50,30.51
100,1,1,7,0.5,31.5,3.83,2.11,1,70,0,0,6.305
200,1,1,28,0.67,80,13,3,3,0,0,60,16.55
100,3,2,28,0.55,19,4.91,0.26,4,20,0,0,33.8
100,3,2,14,0.5,19,4.06,0.74,1,0,0,0,38.8
100,2,2,28,0.52,20,4.88,1.78,3,0,0,0,34.8
